,0
0,AED/ARS
1,AED/AUD
2,AED/BBD
3,AED/BHD
4,AED/BRL
5,AED/CAD
6,AED/CHF
7,AED/CLP
8,AED/CNY
9,AED/CZK
10,AED/DKK
11,AED/EGP
12,AED/EUR
13,AED/GBP
14,AED/HKD
15,AED/HUF
16,AED/IDR
17,AED/ILS
18,AED/INR
19,AED/ISK
20,AED/JMD
21,AED/JOD
22,AED/JPY
23,AED/KES
24,AED/KRW
25,AED/KWD
26,AED/LBP
27,AED/LKR
28,AED/MAD
29,AED/MXN
30,AED/MYR
31,AED/NAD
32,AED/NOK
33,AED/NPR
34,AED/NZD
35,AED/OMR
36,AED/PAB
37,AED/PHP
38,AED/PKR
39,AED/PLN
40,AED/QAR
41,AED/RON
42,AED/RUB
43,AED/SAR
44,AED/SEK
45,AED/SGD
46,AED/THB
47,AED/TRY
48,AED/TWD
49,AED/USD
50,AED/VEF
51,AED/XAF
52,AED/XCD
53,AED/XOF
54,AED/ZAR
55,AFN/USD
56,ARS/AED
57,ARS/AUD
58,ARS/BBD
59,ARS/BHD
60,ARS/BOB
61,ARS/BRL
62,ARS/CAD
63,ARS/CHF
64,ARS/CLP
65,ARS/CNY
66,ARS/COP
67,ARS/CZK
68,ARS/DKK
69,ARS/EGP
70,ARS/EUR
71,ARS/GBP
72,ARS/HKD
73,ARS/HUF
74,ARS/IDR
75,ARS/ILS
76,ARS/INR
77,ARS/ISK
78,ARS/JMD
79,ARS/JOD
80,ARS/JPY
81,ARS/KES
82,ARS/KRW
83,ARS/LBP
84,ARS/LKR
85,ARS/MAD
86,ARS/MXN
87,ARS/MYR
88,ARS/NAD
89,ARS/NOK
90,ARS/NPR
91,ARS/NZD
92,ARS/OMR
93,ARS/PAB
94,ARS/PEN
95,ARS/PHP
96,ARS/PKR
97,ARS/PLN
98,ARS/PYG
99,ARS/QAR
100,ARS/RON
101,ARS/RUB
102,ARS/SAR
103,ARS/SEK
104,ARS/SGD
105,ARS/THB
106,ARS/TRY
107,ARS/TWD
108,ARS/USD
109,ARS/UYU
110,ARS/VEF
111,ARS/XAF
112,ARS/XCD
113,ARS/XOF
114,ARS/ZAR
115,AUD/AED
116,AUD/ARS
117,AUD/BBD
118,AUD/BHD
119,AUD/BRL
120,AUD/BYN
121,AUD/CAD
122,AUD/CHF
123,AUD/CLP
124,AUD/CNY
125,AUD/CZK
126,AUD/DKK
127,AUD/EGP
128,AUD/EUR
129,AUD/FJD
130,AUD/GBP
131,AUD/HKD
132,AUD/HRK
133,AUD/HUF
134,AUD/IDR
135,AUD/ILS
136,AUD/INR
137,AUD/ISK
138,AUD/JMD
139,AUD/JOD
140,AUD/JPY
141,AUD/KES
142,AUD/KRW
143,AUD/LBP
144,AUD/LKR
145,AUD/MAD
146,AUD/MXN
147,AUD/MYR
148,AUD/NAD
149,AUD/NOK
150,AUD/NPR
151,AUD/NZD
152,AUD/OMR
153,AUD/PAB
154,AUD/PHP
155,AUD/PKR
156,AUD/PLN
157,AUD/QAR
158,AUD/RON
159,AUD/RUB
160,AUD/SAR
161,AUD/SEK
162,AUD/SGD
163,AUD/THB
164,AUD/TRY
165,AUD/TWD
166,AUD/UAH
167,AUD/USD
168,AUD/VEF
169,AUD/XAF
170,AUD/XCD
171,AUD/XOF
172,AUD/ZAR
173,AZN/RUB
174,BGN/RUB
175,BHD/EUR
176,BHD/INR
177,BHD/PKR
178,BND/GBP
179,BOB/ARS
180,BOB/BRL
181,BOB/CLP
182,BOB/COP
183,BOB/MXN
184,BOB/PEN
185,BOB/PYG
186,BOB/USD
187,BOB/UYU
188,BOB/VEF
189,BRL/AED
190,BRL/ARS
191,BRL/AUD
192,BRL/BBD
193,BRL/BHD
194,BRL/BOB
195,BRL/CAD
196,BRL/CHF
197,BRL/CLP
198,BRL/CNY
199,BRL/COP
200,BRL/CZK
201,BRL/DKK
202,BRL/EGP
203,BRL/EUR
204,BRL/GBP
205,BRL/HKD
206,BRL/HUF
207,BRL/IDR
208,BRL/ILS
209,BRL/INR
210,BRL/ISK
211,BRL/JMD
212,BRL/JOD
213,BRL/JPY
214,BRL/KES
215,BRL/KRW
216,BRL/LBP
217,BRL/LKR
218,BRL/MAD
219,BRL/MXN
220,BRL/MYR
221,BRL/NAD
222,BRL/NOK
223,BRL/NPR
224,BRL/NZD
225,BRL/OMR
226,BRL/PAB
227,BRL/PEN
228,BRL/PHP
229,BRL/PKR
230,BRL/PLN
231,BRL/PYG
232,BRL/QAR
233,BRL/RON
234,BRL/RUB
235,BRL/SAR
236,BRL/SEK
237,BRL/SGD
238,BRL/THB
239,BRL/TRY
240,BRL/TWD
241,BRL/USD
242,BRL/UYU
243,BRL/VEF
244,BRL/XAF
245,BRL/XCD
246,BRL/XOF
247,BRL/ZAR
248,BSD/GBP
249,BWP/ZAR
250,BYN/EUR
251,BYN/RUB
252,BYN/USD
253,CAD/AED
254,CAD/ARS
255,CAD/AUD
256,CAD/BBD
257,CAD/BHD
258,CAD/BRL
259,CAD/BYN
260,CAD/CHF
261,CAD/CLP
262,CAD/CNY
263,CAD/COP
264,CAD/CZK
265,CAD/DKK
266,CAD/EGP
267,CAD/EUR
268,CAD/GBP
269,CAD/HKD
270,CAD/HUF
271,CAD/IDR
272,CAD/ILS
273,CAD/INR
274,CAD/ISK
275,CAD/JMD
276,CAD/JOD
277,CAD/JPY
278,CAD/KES
279,CAD/KRW
280,CAD/KWD
281,CAD/LBP
282,CAD/LKR
283,CAD/MAD
284,CAD/MXN
285,CAD/MYR
286,CAD/NAD
287,CAD/NOK
288,CAD/NPR
289,CAD/NZD
290,CAD/OMR
291,CAD/PAB
292,CAD/PHP
293,CAD/PKR
294,CAD/PLN
295,CAD/QAR
296,CAD/RON
297,CAD/RUB
298,CAD/SAR
299,CAD/SEK
300,CAD/SGD
301,CAD/THB
302,CAD/TRY
303,CAD/TWD
304,CAD/UAH
305,CAD/USD
306,CAD/VEF
307,CAD/XAF
308,CAD/XCD
309,CAD/XOF
310,CAD/ZAR
311,CHF/AED
312,CHF/ARS
313,CHF/AUD
314,CHF/BBD
315,CHF/BGN
316,CHF/BHD
317,CHF/BRL
318,CHF/BYN
319,CHF/CAD
320,CHF/CLP
321,CHF/CNY
322,CHF/CZK
323,CHF/DKK
324,CHF/EGP
325,CHF/EUR
326,CHF/GBP
327,CHF/HKD
328,CHF/HUF
329,CHF/IDR
330,CHF/ILS
331,CHF/INR
332,CHF/ISK
333,CHF/JMD
334,CHF/JOD
335,CHF/JPY
336,CHF/KES
337,CHF/KRW
338,CHF/LBP
339,CHF/LKR
340,CHF/MAD
341,CHF/MXN
342,CHF/MYR
343,CHF/NAD
344,CHF/NOK
345,CHF/NPR
346,CHF/NZD
347,CHF/OMR
348,CHF/PAB
349,CHF/PHP
350,CHF/PKR
351,CHF/PLN
352,CHF/QAR
353,CHF/RON
354,CHF/RUB
355,CHF/SAR
356,CHF/SEK
357,CHF/SGD
358,CHF/THB
359,CHF/TRY
360,CHF/TWD
361,CHF/UAH
362,CHF/USD
363,CHF/VEF
364,CHF/XAF
365,CHF/XCD
366,CHF/ZAR
367,CLP/ARS
368,CLP/BOB
369,CLP/BRL
370,CLP/COP
371,CLP/IDR
372,CLP/KRW
373,CLP/MXN
374,CLP/PEN
375,CLP/PYG
376,CLP/USD
377,CLP/UYU
378,CLP/VEF
379,CNY/AED
380,CNY/ARS
381,CNY/AUD
382,CNY/BBD
383,CNY/BHD
384,CNY/BRL
385,CNY/BYN
386,CNY/CAD
387,CNY/CHF
388,CNY/CLP
389,CNY/CNH
390,CNY/CZK
391,CNY/DKK
392,CNY/EGP
393,CNY/EUR
394,CNY/GBP
395,CNY/HKD
396,CNY/HUF
397,CNY/IDR
398,CNY/ILS
399,CNY/INR
400,CNY/ISK
401,CNY/JMD
402,CNY/JOD
403,CNY/JPY
404,CNY/KES
405,CNY/KRW
406,CNY/LBP
407,CNY/LKR
408,CNY/MAD
409,CNY/MNT
410,CNY/MXN
411,CNY/MYR
412,CNY/NAD
413,CNY/NOK
414,CNY/NPR
415,CNY/NZD
416,CNY/OMR
417,CNY/PAB
418,CNY/PHP
419,CNY/PKR
420,CNY/PLN
421,CNY/QAR
422,CNY/RON
423,CNY/RUB
424,CNY/SAR
425,CNY/SEK
426,CNY/SGD
427,CNY/THB
428,CNY/TRY
429,CNY/TWD
430,CNY/UAH
431,CNY/USD
432,CNY/VEF
433,CNY/XAF
434,CNY/XCD
435,CNY/ZAR
436,COP/ARS
437,COP/BOB
438,COP/BRL
439,COP/CLP
440,COP/MXN
441,COP/PEN
442,COP/PYG
443,COP/USD
444,COP/UYU
445,COP/VEF
446,CZK/HUF
447,CZK/ILS
448,CZK/JPY
449,CZK/PLN
450,CZK/RUB
451,CZK/SEK
452,DKK/AED
453,DKK/ARS
454,DKK/AUD
455,DKK/BBD
456,DKK/BGN
457,DKK/BHD
458,DKK/BRL
459,DKK/CAD
460,DKK/CHF
461,DKK/CLP
462,DKK/CNY
463,DKK/COP
464,DKK/CZK
465,DKK/EGP
466,DKK/EUR
467,DKK/GBP
468,DKK/HKD
469,DKK/HUF
470,DKK/IDR
471,DKK/ILS
472,DKK/INR
473,DKK/JMD
474,DKK/JOD
475,DKK/JPY
476,DKK/KES
477,DKK/KRW
478,DKK/LBP
479,DKK/LKR
480,DKK/MAD
481,DKK/MXN
482,DKK/MYR
483,DKK/NAD
484,DKK/NOK
485,DKK/NPR
486,DKK/NZD
487,DKK/OMR
488,DKK/PAB
489,DKK/PHP
490,DKK/PKR
491,DKK/PLN
492,DKK/QAR
493,DKK/RON
494,DKK/RUB
495,DKK/SAR
496,DKK/SEK
497,DKK/SGD
498,DKK/THB
499,DKK/TRY
500,DKK/TWD
501,DKK/UAH
502,DKK/USD
503,DKK/VEF
504,DKK/XAF
505,DKK/XCD
506,DKK/ZAR
507,EGP/AED
508,EGP/EUR
509,EGP/GBP
510,EGP/JPY
511,EGP/PKR
512,EGP/SAR
513,EGP/USD
514,EUR/AED
515,EUR/AFN
516,EUR/ALL
517,EUR/AMD
518,EUR/ANG
519,EUR/AOA
520,EUR/ARS
521,EUR/AUD
522,EUR/AZN
523,EUR/BBD
524,EUR/BDT
525,EUR/BGN
526,EUR/BHD
527,EUR/BIF
528,EUR/BND
529,EUR/BOB
530,EUR/BRL
531,EUR/BSD
532,EUR/BWP
533,EUR/BYN
534,EUR/BZD
535,EUR/CAD
536,EUR/CHF
537,EUR/CLP
538,EUR/CNY
539,EUR/COP
540,EUR/CRC
541,EUR/CUP
542,EUR/CVE
543,EUR/CZK
544,EUR/DJF
545,EUR/DKK
546,EUR/DOP
547,EUR/DZD
548,EUR/EGP
549,EUR/ETB
550,EUR/FJD
551,EUR/GBP
552,EUR/GEL
553,EUR/GHS
554,EUR/GMD
555,EUR/GNF
556,EUR/GTQ
557,EUR/HKD
558,EUR/HNL
559,EUR/HRK
560,EUR/HTG
561,EUR/HUF
562,EUR/IDR
563,EUR/ILS
564,EUR/INR
565,EUR/IQD
566,EUR/ISK
567,EUR/JMD
568,EUR/JOD
569,EUR/JPY
570,EUR/KES
571,EUR/KHR
572,EUR/KRW
573,EUR/KWD
574,EUR/KYD
575,EUR/KZT
576,EUR/LAK
577,EUR/LBP
578,EUR/LKR
579,EUR/LSL
580,EUR/LYD
581,EUR/MAD
582,EUR/MDL
583,EUR/MGA
584,EUR/MKD
585,EUR/MMK
586,EUR/MOP
587,EUR/MRO
588,EUR/MUR
589,EUR/MWK
590,EUR/MXN
591,EUR/MYR
592,EUR/MZN
593,EUR/NAD
594,EUR/NGN
595,EUR/NIO
596,EUR/NOK
597,EUR/NPR
598,EUR/NZD
599,EUR/OMR
600,EUR/PAB
601,EUR/PEN
602,EUR/PGK
603,EUR/PHP
604,EUR/PKR
605,EUR/PLN
606,EUR/PYG
607,EUR/QAR
608,EUR/RON
609,EUR/RSD
610,EUR/RUB
611,EUR/RWF
612,EUR/SAR
613,EUR/SCR
614,EUR/SDG
615,EUR/SEK
616,EUR/SGD
617,EUR/SOS
618,EUR/STD
619,EUR/SVC
620,EUR/SZL
621,EUR/THB
622,EUR/TJS
623,EUR/TND
624,EUR/TRY
625,EUR/TTD
626,EUR/TWD
627,EUR/TZS
628,EUR/UAH
629,EUR/UGX
630,EUR/USD
631,EUR/UYU
632,EUR/UZS
633,EUR/VEF
634,EUR/VND
635,EUR/XAF
636,EUR/XCD
637,EUR/XOF
638,EUR/XPF
639,EUR/ZAR
640,EUR/ZMK
641,FJD/USD
642,GAU/EUR
643,GAU/GBP
644,GAU/IDR
645,GAU/TRY
646,GAU/USD
647,GBP/AED
648,GBP/ALL
649,GBP/ARS
650,GBP/AUD
651,GBP/BBD
652,GBP/BDT
653,GBP/BGN
654,GBP/BHD
655,GBP/BIF
656,GBP/BRL
657,GBP/BSD
658,GBP/BWP
659,GBP/BYN
660,GBP/CAD
661,GBP/CHF
662,GBP/CLP
663,GBP/CNY
664,GBP/COP
665,GBP/CRC
666,GBP/CZK
667,GBP/DJF
668,GBP/DKK
669,GBP/DOP
670,GBP/DZD
671,GBP/EGP
672,GBP/ETB
673,GBP/EUR
674,GBP/FJD
675,GBP/GMD
676,GBP/GTQ
677,GBP/HKD
678,GBP/HNL
679,GBP/HRK
680,GBP/HTG
681,GBP/HUF
682,GBP/IDR
683,GBP/ILS
684,GBP/INR
685,GBP/IQD
686,GBP/IRR
687,GBP/ISK
688,GBP/JMD
689,GBP/JOD
690,GBP/JPY
691,GBP/KES
692,GBP/KRW
693,GBP/KWD
694,GBP/KZT
695,GBP/LBP
696,GBP/LKR
697,GBP/MAD
698,GBP/MUR
699,GBP/MWK
700,GBP/MXN
701,GBP/MYR
702,GBP/NAD
703,GBP/NGN
704,GBP/NIO
705,GBP/NOK
706,GBP/NPR
707,GBP/NZD
708,GBP/OMR
709,GBP/PAB
710,GBP/PEN
711,GBP/PGK
712,GBP/PHP
713,GBP/PKR
714,GBP/PLN
715,GBP/QAR
716,GBP/RON
717,GBP/RUB
718,GBP/SAR
719,GBP/SCR
720,GBP/SEK
721,GBP/SGD
722,GBP/SZL
723,GBP/THB
724,GBP/TND
725,GBP/TRY
726,GBP/TTD
727,GBP/TWD
728,GBP/TZS
729,GBP/UAH
730,GBP/UGX
731,GBP/USD
732,GBP/VND
733,GBP/XAF
734,GBP/XCD
735,GBP/XOF
736,GBP/XPF
737,GBP/ZAR
738,GBP/ZMK
739,GEL/EUR
740,GEL/RUB
741,GHS/EUR
742,GHS/USD
743,HKD/AED
744,HKD/ARS
745,HKD/AUD
746,HKD/BBD
747,HKD/BHD
748,HKD/BRL
749,HKD/CAD
750,HKD/CHF
751,HKD/CLP
752,HKD/CNY
753,HKD/CZK
754,HKD/DKK
755,HKD/EGP
756,HKD/EUR
757,HKD/GBP
758,HKD/HUF
759,HKD/IDR
760,HKD/ILS
761,HKD/INR
762,HKD/ISK
763,HKD/JMD
764,HKD/JOD
765,HKD/JPY
766,HKD/KES
767,HKD/KRW
768,HKD/LBP
769,HKD/LKR
770,HKD/MAD
771,HKD/MXN
772,HKD/MYR
773,HKD/NAD
774,HKD/NOK
775,HKD/NPR
776,HKD/NZD
777,HKD/OMR
778,HKD/PAB
779,HKD/PHP
780,HKD/PKR
781,HKD/PLN
782,HKD/QAR
783,HKD/RON
784,HKD/RUB
785,HKD/SAR
786,HKD/SEK
787,HKD/SGD
788,HKD/THB
789,HKD/TRY
790,HKD/TWD
791,HKD/USD
792,HKD/VEF
793,HKD/XAF
794,HKD/XCD
795,HKD/XOF
796,HKD/ZAR
797,HUF/CLP
798,HUF/EUR
799,HUF/IDR
800,HUF/ILS
801,HUF/INR
802,HUF/ISK
803,HUF/JMD
804,HUF/JPY
805,HUF/KES
806,HUF/KRW
807,HUF/LBP
808,HUF/LKR
809,HUF/NPR
810,HUF/PHP
811,HUF/PKR
812,HUF/RUB
813,HUF/THB
814,HUF/USD
815,HUF/XAF
816,HUF/XOF
817,IDR/AUD
818,IDR/CAD
819,IDR/CHF
820,IDR/CNY
821,IDR/EUR
822,IDR/GBP
823,IDR/INR
824,IDR/JPY
825,IDR/KRW
826,IDR/THB
827,IDR/TWD
828,IDR/USD
829,ILS/AED
830,ILS/ARS
831,ILS/AUD
832,ILS/BBD
833,ILS/BGN
834,ILS/BHD
835,ILS/BRL
836,ILS/CAD
837,ILS/CHF
838,ILS/CLP
839,ILS/CNY
840,ILS/COP
841,ILS/CZK
842,ILS/DKK
843,ILS/EGP
844,ILS/EUR
845,ILS/GBP
846,ILS/HKD
847,ILS/HUF
848,ILS/IDR
849,ILS/INR
850,ILS/ISK
851,ILS/JMD
852,ILS/JOD
853,ILS/JPY
854,ILS/KES
855,ILS/KRW
856,ILS/LBP
857,ILS/LKR
858,ILS/MAD
859,ILS/MXN
860,ILS/MYR
861,ILS/NAD
862,ILS/NOK
863,ILS/NPR
864,ILS/NZD
865,ILS/OMR
866,ILS/PAB
867,ILS/PEN
868,ILS/PHP
869,ILS/PKR
870,ILS/PLN
871,ILS/QAR
872,ILS/RON
873,ILS/RUB
874,ILS/SAR
875,ILS/SEK
876,ILS/SGD
877,ILS/THB
878,ILS/TRY
879,ILS/TWD
880,ILS/UAH
881,ILS/USD
882,ILS/UYU
883,ILS/VEF
884,ILS/XAF
885,ILS/XCD
886,ILS/XOF
887,ILS/ZAR
888,INR/BRL
889,INR/CLP
890,INR/CNY
891,INR/CZK
892,INR/DKK
893,INR/EGP
894,INR/EUR
895,INR/GBP
896,INR/HKD
897,INR/HUF
898,INR/IDR
899,INR/ILS
900,INR/ISK
901,INR/JMD
902,INR/JPY
903,INR/KES
904,INR/KRW
905,INR/LBP
906,INR/LKR
907,INR/MAD
908,INR/MXN
909,INR/MYR
910,INR/NAD
911,INR/NOK
912,INR/NPR
913,INR/PHP
914,INR/PKR
915,INR/RUB
916,INR/SEK
917,INR/THB
918,INR/TRY
919,INR/TWD
920,INR/USD
921,INR/XAF
922,INR/XOF
923,INR/ZAR
924,IQD/USD
925,IRR/USD
926,ISK/CHF
927,ISK/CLP
928,ISK/CZK
929,ISK/HUF
930,ISK/IDR
931,ISK/ILS
932,ISK/INR
933,ISK/JMD
934,ISK/JPY
935,ISK/KES
936,ISK/KRW
937,ISK/LBP
938,ISK/LKR
939,ISK/NPR
940,ISK/PHP
941,ISK/PKR
942,ISK/RUB
943,ISK/THB
944,ISK/XAF
945,ISK/XOF
946,JOD/AED
947,JOD/EUR
948,JOD/GBP
949,JOD/ILS
950,JOD/JPY
951,JOD/KWD
952,JOD/SAR
953,JOD/USD
954,JPY/AED
955,JPY/ARS
956,JPY/AUD
957,JPY/BRL
958,JPY/BYN
959,JPY/CAD
960,JPY/CHF
961,JPY/CLP
962,JPY/CNY
963,JPY/CZK
964,JPY/DKK
965,JPY/EGP
966,JPY/EUR
967,JPY/GBP
968,JPY/HKD
969,JPY/HUF
970,JPY/IDR
971,JPY/ILS
972,JPY/INR
973,JPY/ISK
974,JPY/JMD
975,JPY/JOD
976,JPY/KES
977,JPY/KRW
978,JPY/KWD
979,JPY/LBP
980,JPY/LKR
981,JPY/MXN
982,JPY/MYR
983,JPY/NOK
984,JPY/NPR
985,JPY/NZD
986,JPY/PHP
987,JPY/PKR
988,JPY/PLN
989,JPY/RUB
990,JPY/SAR
991,JPY/SEK
992,JPY/SGD
993,JPY/THB
994,JPY/TRY
995,JPY/TWD
996,JPY/UAH
997,JPY/USD
998,JPY/XAF
999,JPY/XOF
1000,JPY/ZAR
1001,KGS/RUB
1002,KRW/AUD
1003,KRW/CAD
1004,KRW/CHF
1005,KRW/CNY
1006,KRW/EUR
1007,KRW/GBP
1008,KRW/HKD
1009,KRW/IDR
1010,KRW/ILS
1011,KRW/INR
1012,KRW/JPY
1013,KRW/MYR
1014,KRW/SGD
1015,KRW/THB
1016,KRW/TWD
1017,KRW/USD
1018,KRW/ZAR
1019,KWD/AED
1020,KWD/CNY
1021,KWD/EUR
1022,KWD/GBP
1023,KWD/JOD
1024,KWD/JPY
1025,KWD/MYR
1026,KWD/PKR
1027,KWD/SAR
1028,KWD/SGD
1029,KWD/TRY
1030,KWD/USD
1031,KYD/USD
1032,KZT/RUB
1033,MAD/EUR
1034,MDL/RUB
1035,MXN/AED
1036,MXN/ARS
1037,MXN/AUD
1038,MXN/BBD
1039,MXN/BOB
1040,MXN/BRL
